ID,mushroom_id,cap-shape,cap-surface,cap-color,bruises,number_of_bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
4493,4758,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,grasses,p
4494,4759,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,woods,p
4495,4760,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods,p
4496,4761,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,woods,p
4497,4762,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,woods,p
4498,4763,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,p
4499,4764,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grasses,p
4500,4765,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,grasses,p
4501,4766,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,woods,p
4502,4767,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths,p
4503,4768,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grasses,p
4504,4769,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,paths,p
4505,4770,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,p
4506,4771,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,woods,p
4507,4772,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,paths,p
4508,4773,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,paths,p
4509,4774,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,woods,p
4510,4775,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,woods,p
4511,4776,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,paths,p
4512,4777,convex,smooth,pink,bruises,13,None,gills free from stalk,close,broad,red,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,e
4513,4778,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,p
4514,4779,convex,smooth,pink,no,0,creosote,gills free from stalk,crowded,narrow,gray,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods,p
4515,4780,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,grasses,p
4516,4781,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,paths,p
4517,4782,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,grasses,p
4518,4783,flat,fibrous,red,bruises,9,None,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods,e
4519,4784,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,woods,p
4520,4785,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grasses,p
4521,4786,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,grasses,p
4522,4787,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grasses,p
4523,4788,flat,scaly,brown,bruises,20,None,gills free from stalk,close,broad,brown,stalk tapers toward base,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods,e
4524,4789,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,paths,p
4525,4790,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,paths,p
4526,4791,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,paths,p
4527,4792,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,woods,p
4528,4793,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,woods,p
4529,4794,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,grasses,p
4530,4795,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,grasses,p
4531,4796,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,p
4532,4797,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,paths,p
4533,4798,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,grasses,p
4534,4799,flat,fibrous,gray,bruises,4,None,gills free from stalk,close,broad,purple,stalk tapers toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods,e
4535,4800,convex,smooth,gray,bruises,22,foul,gills free from stalk,close,broad,grayish,stalk tapers toward base,bulbous,fibrous,smooth,white,white,partial,white,1,pendant,chocolate,scattered,grasses,p
4536,4801,convex,scaly,brown,no,0,foul,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,pink,white,partial,white,1,evanescent,white,several,paths,p
4537,4802,flat,smooth,gray,bruises,10,foul,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,smooth,fibrous,white,white,partial,white,1,pendant,chocolate,several,grasses,p
4538,4803,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,p
4539,4804,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,grasses,p
4540,4805,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,p
4541,4806,flat,scaly,red,bruises,22,None,gills free from stalk,close,broad,red,stalk enlarges toward base,missing,smooth,smooth,white,red,partial,white,2,evanescent,white,clustered,waste,e
4542,4807,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,paths,p
4543,4808,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grasses,p
4544,4809,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,woods,p
4545,4810,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods,p
4546,4811,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,grasses,p
4547,4812,flat,scaly,brown,bruises,12,None,gills free from stalk,close,broad,red,stalk enlarges toward base,missing,smooth,smooth,red,red,partial,white,2,evanescent,white,clustered,waste,e
4548,4813,flat,scaly,gray,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,grasses,p
4549,4814,knobbed,fibrous,brown,no,0,None,gills free from stalk,close,narrow,white,stalk enlarges toward base,missing,silky,scaly,white,brown,partial,white,1,evanescent,white,several,woods,p
4550,4815,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods,p
4551,4816,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,paths,p
4552,4817,convex,scaly,brown,no,0,spicy,gills free from stalk,close,narrow,buff,stalk tapers toward base,missing,smooth,silky,white,pink,partial,white,1,evanescent,white,several,paths,p
4553,4818,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,woods,p
4554,4819,flat,fibrous,gray,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,paths,p
4555,4820,flat,smooth,white,bruises,17,foul,gills free from stalk,close,broad,white,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,several,grasses,p
4556,4821,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,woods,p
4557,4822,convex,scaly,gray,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,grasses,p
4558,4823,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,grasses,p
4559,4824,convex,scaly,red,bruises,14,None,gills free from stalk,close,broad,white,stalk enlarges toward base,missing,smooth,smooth,red,red,partial,white,2,evanescent,white,clustered,waste,e
4560,4825,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,woods,p
4561,4826,bell,fibrous,yellow,no,0,None,gills free from stalk,close,narrow,white,stalk enlarges toward base,missing,silky,scaly,white,brown,partial,white,1,evanescent,white,several,woods,p
4562,4827,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,woods,p
4563,4828,convex,smooth,gray,bruises,14,foul,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,scattered,urban,p
4564,4829,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,woods,p
4565,4830,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,several,grasses,p
4566,4831,knobbed,scaly,red,bruises,2,None,gills free from stalk,close,broad,red,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,e
4567,4832,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,paths,p
4568,4833,flat,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,paths,p
4569,4835,convex,smooth,white,no,0,creosote,gills free from stalk,close,narrow,pink,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods,p
4570,4836,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses,p
4571,4837,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,paths,p
4572,4838,convex,fibrous,yellow,no,0,foul,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,woods,p
4573,4839,flat,scaly,yellow,no,0,foul,gills free from stalk,close,broad,pink,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,paths,p
4574,4840,bell,smooth,buff,bruises,21,None,gills free from stalk,close,broad,gray,stalk enlarges toward base,bulbous,smooth,smooth,white,white,partial,white,2,pendant,green,several,grasses,p
4575,4841,convex,smooth,white,bruises,20,foul,gills free from stalk,close,broad,grayish,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,several,grasses,p
4576,4842,flat,scaly,red,bruises,11,None,gills free from stalk,close,broad,brown,stalk tapers toward base,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,woods,e
4577,4844,flat,scaly,pink,bruises,19,None,gills free from stalk,close,broad,white,stalk enlarges toward base,missing,smooth,smooth,red,red,partial,white,2,evanescent,white,clustered,waste,e
4578,4845,convex,smooth,white,bruises,23,foul,gills free from stalk,close,broad,pink,stalk tapers toward base,bulbous,fibrous,fibrous,white,white,partial,white,1,pendant,chocolate,several,grasses,p
4579,4846,knobbed,scaly,brown,bruises,6,None,gills free from stalk,close,broad,white,stalk enlarges toward base,missing,smooth,smooth,white,white,partial,white,2,evanescent,white,clustered,waste,e
4580,4847,convex,scaly,yellow,no,0,foul,gills free from stalk,close,broad,grayish,stalk enlarges toward base,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths,p
4581,4848,flat,smooth,buff,bruises,24,foul,gills free from stalk,close,broad,grayish,stalk tapers toward base,bulbous,fibrous,smooth,white,white,partial,white,1,pendant,chocolate,several,urban,p
